5599200080019229|06|2026|310
5599200080011630|06|2026|211
5599200080015383|06|2026|307
5599200080012141|06|2026|810
5599200080010970|06|2026|144
5599200080018080|06|2026|584
5599200080013685|06|2026|965
5599200080016944|06|2026|341
5599200080019179|06|2026|546
5599200080012240|06|2026|388
5599200080019062|06|2026|501
5599200080019740|06|2026|135
5599200080016845|06|2026|284
5599200080014295|06|2026|625
5599200080016167|06|2026|578
5599200080019278|06|2026|289
5599200080014709|06|2026|125
5599200080012927|06|2026|971
5599200080011440|06|2026|654
5599200080013230|06|2026|803
5599200080010566|06|2026|750
5599200080018379|06|2026|432
5599200080016290|06|2026|256
5599200080010608|06|2026|834
5599200080010749|06|2026|572
5599200080010665|06|2026|853
5599200080017330|06|2026|818
5599200080014170|06|2026|329
5599200080012091|06|2026|511
5599200080011085|06|2026|942
5599200080019963|06|2026|962
5599200080016688|06|2026|261
5599200080010459|06|2026|489
5599200080018239|06|2026|316
5599200080012034|06|2026|904
5599200080015342|06|2026|968
5599200080011838|06|2026|449
5599200080016670|06|2026|494
5599200080013487|06|2026|261
5599200080012687|06|2026|195
5599200080013305|06|2026|639
5599200080016431|06|2026|601
5599200080010996|06|2026|958
5599200080019153|06|2026|698
5599200080010582|06|2026|466
5599200080011606|06|2026|703
5599200080012174|06|2026|115
5599200080016639|06|2026|270
5599200080017140|06|2026|225
5599200080017959|06|2026|998
5599200080018924|06|2026|513
5599200080015912|06|2026|978
5599200080014329|06|2026|215
5599200080017850|06|2026|114
5599200080012026|06|2026|986
5599200080010111|06|2026|995
5599200080012646|06|2026|848
5599200080012737|06|2026|121
5599200080010517|06|2026|112
5599200080015292|06|2026|752
5599200080017322|06|2026|195
5599200080011226|06|2026|532
5599200080014642|06|2026|998
5599200080013198|06|2026|403
5599200080017827|06|2026|347
5599200080012539|06|2026|219
5599200080014840|06|2026|302
5599200080019708|06|2026|566
5599200080017587|06|2026|669
5599200080014071|06|2026|212
5599200080017975|06|2026|376
5599200080014675|06|2026|956
5599200080016191|06|2026|152
5599200080019302|06|2026|778
5599200080011804|06|2026|889
5599200080015169|06|2026|563
5599200080011713|06|2026|655
5599200080019609|06|2026|703
5599200080019906|06|2026|292
5599200080010285|06|2026|985
